date,open,high,low,close,VIXCLS,DTWEXBGS,DFII10,month,ret,ret5,sma20,sma50,fast_raw,fast,slow,prior,mom1,origin_gold,mom3_forecast,vw_forecast,patch_forecast,idma_forecast,vw_dir,patch_dir,idma_dir,level_median,level_gap_pct,mtd_peak,mtd_trough,mtd_dd,mtd_up,vix5,usd5,ry5,down_emg,up_emg,pos,action,reason,evidence_state,turn,strat_ret,equity,signal_day,GVZ_OFFICIAL,gvz5,gvz_q90_252,gvz_stress,event_down,event_up_context,pos_r3,action_r3,reason_r3,equity_r3,turn_r3,evidence_r3,dd_r3
2023-01-17,1915.02,1918.97,1903.76,1908.51,,,,2023-01,-0.0036023618964086,0.016949965364736,1846.0915,1797.076,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0517932581535183,1920.23,1832.5,-0.0061034355259526,0.0414788540245565,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0036023618964086,1.0466133994329616,False,16.49,-0.006027727546714989,,False,False,False,1,TUT,HOLD,1.036602088860859,0,ANCHOR_CONFIRMED,-0.006103435525952383
2023-01-18,1908.34,1925.8,1896.56,1904.15,,,,2023-01,-0.0022845046659435,0.0153950343415383,1851.923,1801.6468,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0493904315476585,1920.23,1832.5,-0.0083739968649588,0.039099590723056,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0022845046659435,1.044222406238518,False,16.19,-0.007965686274509776,,False,False,False,1,TUT,HOLD,1.0342339665521294,0,ANCHOR_CONFIRMED,-0.008373996864958655
2023-01-19,1904.33,1935.13,1900.92,1932.08,,,,2023-01,0.0146679620828189,0.0186158574840387,1857.6375,1806.046,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0647828506076726,1932.08,1832.5,0.0,0.0543410641200545,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.0146679620828189,1.0595390208992546,False,16.71,0.04764890282131673,,False,False,False,1,TUT,HOLD,1.0494040711582795,0,ANCHOR_CONFIRMED,0.0
2023-01-20,1931.79,1937.48,1920.67,1925.8,,,,2023-01,-0.0032503830069148,0.0029006941876754,1863.2295,1810.4276,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0613218985240031,1932.08,1832.5,-0.0032503830069148,0.0509140518417461,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0032503830069148,1.0560951132705605,False,16.4,0.0018326206475258733,,False,False,False,1,TUT,HOLD,1.0459931059979994,0,ANCHOR_CONFIRMED,-0.0032503830069148254
2023-01-23,1925.31,1935.49,1911.36,1930.81,,,,2023-01,0.0026015162529857,0.0080400540876364,1870.152,1813.9334,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0640829446926631,1932.08,1832.5,-0.0006573226781499,0.0536480218281036,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.0026015162529857,1.0588425618724326,False,16.2,-0.010384850335980578,,False,False,False,1,TUT,HOLD,1.0487142740637643,0,ANCHOR_CONFIRMED,-0.0006573226781499963
2023-01-24,1930.36,1942.46,1917.12,1937.23,,,,2023-01,0.0033250293918096,0.0150483885334633,1877.1045,1817.2534000000005,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0676210517590896,1937.23,1832.5,0.0,0.0571514324693043,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.0033250293918096,1.0623632445119575,False,16.17,-0.019405700424499517,,False,False,False,1,TUT,HOLD,1.0522012798486367,0,ANCHOR_CONFIRMED,0.0
2023-01-25,1936.87,1948.03,1919.83,1945.76,,,,2023-01,0.004403194251586,0.0218522700417509,1883.723,1820.7452,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0723219946370674,1945.76,1832.5,0.0,0.061806275579809,,,,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.004403194251586,1.067041036243289,True,16.12,-0.004323656578134716,,False,False,False,1,TUT,HOLD,1.0568343264755777,0,ANCHOR_CONFIRMED,0.0
2023-01-26,1946.22,1949.05,1918.67,1929.07,,,,2023-01,-0.0085776251952964,-0.0015579065049066,1889.974,1823.7506,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0631240184783978,1945.76,1832.5,-0.0085776251952964,0.0526984993178716,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0085776251952964,1.0578883581663932,False,15.59,-0.06702573309395576,,False,False,False,1,TUT,HOLD,1.0477691977295467,0,ANCHOR_CONFIRMED,-0.008577625195296479
2023-01-27,1928.48,1935.02,1916.62,1926.73,,,,2023-01,-0.0012130197452657,0.000482916190674,1895.5805,1826.8126,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0618344280523173,1945.76,1832.5,-0.0097802401118328,0.0514215552523875,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0012130197452657,1.0566051186996506,False,15.23,-0.07134146341463399,,False,False,False,1,TUT,HOLD,1.0464982330042196,0,ANCHOR_CONFIRMED,-0.00978024011183265
2023-01-30,1928.02,1934.4,1920.65,1923.08,,,,2023-01,-0.0018944013951098,-0.0040035011212911,1900.559,1830.0706,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0598228874304394,1945.76,1832.5,-0.0116561138064303,0.0494297407912687,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0018944013951098,1.0546034844887058,False,15.59,-0.03765432098765431,,False,False,False,1,TUT,HOLD,1.0445157452916365,0,ANCHOR_CONFIRMED,-0.011656113806430057
2023-01-31,1921.81,1931.03,1900.83,1928.25,,,,2023-01,0.0026883956985668,-0.0046354846868983,1905.0075,1833.6206,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5296,0.0626721107222501,1945.76,1832.5,-0.0089990543540827,0.05225102319236,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.0026883956985668,1.0574386759600989,False,15.75,-0.025974025974026094,,False,False,False,1,TUT,HOLD,1.0473238169283638,0,ANCHOR_CONFIRMED,-0.008999054354082547
2023-02-01,1928.02,1954.42,1920.49,1950.15,,,,2023-02,0.0113574484636329,0.0022561878135021,1909.799,1837.87,1.0,1,1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,0.019934471897109,1950.15,1950.15,0.0,0.0,,,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.0113574484636329,1.069448481225768,False,15.22,-0.05583126550868489,,False,False,False,1,TUT,MONTHLY_ORIGIN_REEVALUATION,1.0592187432038631,0,ANCHOR_CONFIRMED,0.0
2023-02-02,1950.32,1959.72,1911.27,1912.63,,,,2023-02,-0.0192395456759736,-0.0085222412872523,1913.8055,1841.3234,-1.0,0,1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,0.0003113960385445,1950.15,1912.63,-0.0192395456759736,0.0,,,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.0192395456759736,1.0488727783231242,True,15.14,-0.028864656831302127,,False,False,False,1,TUT,HOLD,1.038839855813145,0,MIXED_NEUTRAL,-0.019239545675973524
2023-02-03,1911.74,1918.57,1861.4,1864.97,,,,2023-02,-0.0249185676267756,-0.0320543096334203,1913.762,1843.634,-1.0,-1,1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0246149311314763,1950.15,1864.97,-0.0436786913827141,0.0,,,,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,-0.0249185676267756,1.0227363710645954,True,15.06,-0.011162179908076109,,False,True,False,0,SAT,MACRO_EVENT_DOWN,1.0119405011580629,1,MACRO_EVENT_REVERSAL_DOWN,-0.04463501269133108
2023-02-06,1861.68,1881.24,1859.94,1867.25,,,,2023-02,0.0012225397727576,-0.0290315535495142,1913.543,1845.8736,-1.0,-1,0,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0234224840910305,1950.15,1864.97,-0.0425095505473938,0.0012225397727576,,,,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,0.0012225397727576,1.0239867069552675,False,15.81,0.014111610006414477,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_EARLY_REVERSAL,-0.04463501269133108
2023-02-07,1867.04,1884.34,1864.9,1873.25,,,,2023-02,0.003213281563797,-0.0285232723972513,1913.3705,1848.2498,-1.0,-1,0,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0202844655635415,1950.15,1864.97,-0.0394328641386561,0.0044397497010675,,,,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,0.003213281563797,1.0272770645623004,False,15.62,-0.008253968253968291,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_EARLY_REVERSAL,-0.04463501269133108
2023-02-08,1872.89,1886.28,1869.03,1875.26,,,,2023-02,0.0010730014680369,-0.0384021741917288,1913.3695,1850.9346,-1.0,-1,0,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0192332293568328,1950.15,1864.97,-0.0384021741917288,0.0055175150270514,,,,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,0.0010730014680369,1.0283793343606564,False,15.46,0.01576872536136653,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_EARLY_REVERSAL,-0.04463501269133108
2023-02-09,1875.1,1890.22,1858.92,1861.55,,,,2023-02,-0.0073109862099122,-0.0267066813759065,1911.6085,1853.1794,-1.0,-1,0,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.026403601692145,1950.15,1861.55,-0.0454324026356948,0.0,,,,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,-0.0073109862099122,1.020860867228587,False,15.52,0.02509907529722577,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_EARLY_REVERSAL,-0.04463501269133108
2023-02-10,1861.75,1872.13,1852.69,1865.37,,,,2023-02,0.0020520533963632,0.0002144806618873,1908.8655000000003,1855.12,-1.0,-1,0,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0244057298963105,1950.15,1861.55,-0.0434735789554651,0.0020520533963632,,,,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,0.0020520533963632,1.022955728238398,False,15.46,0.026560424966799445,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_EARLY_REVERSAL,-0.04463501269133108
2023-02-13,1864.7,1866.48,1850.44,1853.47,,,,2023-02,-0.006379431426473,-0.0073798366581872,1905.7685,1856.1308,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0306294666424968,1950.15,1853.47,-0.0495756736661282,0.0,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.006379431426473,1.0164298523177833,True,15.58,-0.01454775458570523,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-14,1853.24,1870.53,1843.29,1854.18,,,,2023-02,0.0003830652775604,-0.0101801681569464,1903.052,1857.2624000000003,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0302581344500774,1950.15,1853.47,-0.0492115991077609,0.0003830652775604,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.0003830652775604,1.0168192113012822,False,14.88,-0.047375160051216336,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-15,1853.85,1860.04,1830.42,1835.76,,,,2023-02,-0.0099343105847329,-0.0210637458272452,1899.6325,1858.6042,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0398918513294686,1950.15,1835.76,-0.0586570263825859,0.0,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.0099343105847329,1.006717813447692,False,14.9,-0.036222509702457995,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-16,1835.56,1845.27,1827.62,1836.13,,,,2023-02,0.0002015514010547,-0.013655287260616,1894.8350000000005,1859.9108,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.03969834018694,1950.15,1835.76,-0.0584672973873804,0.0002015514010547,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.0002015514010547,1.006920718833459,False,14.92,-0.03865979381443296,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-17,1836.37,1843.56,1818.88,1842.44,,,,2023-02,0.0034365758415797,-0.0122924674461366,1890.667,1861.04,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0363981907021975,1950.15,1835.76,-0.0552316488475245,0.0036388198893102,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.0034365758415797,1.0103810782501883,False,14.69,-0.0498059508408798,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-20,1840.59,1847.43,1837.2,1841.13,,,,2023-02,-0.0007110136558042,-0.0066577824297128,1886.183,1862.081,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0370833247473658,1950.15,1835.76,-0.0559033920467656,0.0029252189828736,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.0007110136558042,1.009662683505986,False,14.69,-0.057124518613607234,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-21,1841.22,1843.8,1830.21,1834.8,,,,2023-02,-0.003438105945805,-0.0104520596705821,1881.0615,1862.8348,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0403939342938668,1950.15,1834.8,-0.059149296207984,0.0,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.003438105945805,1.0061913562305669,False,15.48,0.040322580645161255,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-22,1834.16,1846.02,1823.53,1825.06,,,,2023-02,-0.0053084804883366,-0.0058286486250925,1875.0265000000004,1863.713,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0454879843701573,1950.15,1825.06,-0.0641437838115017,0.0,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.0053084804883366,1.0008500090484838,False,15.05,0.010067114093959662,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-23,1825.14,1833.72,1817.37,1822.05,,,,2023-02,-0.0016492608462187,-0.0076683023533192,1869.6755,1863.9416,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0470622236647809,1950.15,1822.05,-0.0656872548265519,0.0,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.0016492608462187,0.9991993463156223,False,14.84,-0.00536193029490617,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-24,1821.43,1827.77,1808.91,1810.83,,,,2023-02,-0.0061578990697291,-0.017156596687002,1863.8805,1864.0166,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0529303183111854,1950.15,1810.83,-0.0714406584108915,0.0,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.0061578990697291,0.9930463775904714,False,14.56,-0.008849557522123797,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-27,1810.17,1820.11,1806.66,1817.09,,,,2023-02,0.0034569782917226,-0.0130571985682707,1858.581,1864.824,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0496563189808385,1950.15,1810.83,-0.0682306489244417,0.0034569782917226,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.0034569782917226,0.9964793173604756,False,14.35,-0.023144996596324074,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-02-28,1816.51,1831.11,1804.6,1826.65,,,,2023-02,0.0052611593261755,-0.0044419010246347,1853.501,1865.4962,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0446564094603726,1950.15,1810.83,-0.0633284619131862,0.0087363253314778,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.0052611593261755,1.0017219538143476,False,14.17,-0.0846253229974161,,False,False,False,0,TUT,OVERRIDE_HOLD_CASH,1.0119405011580629,0,TACTICAL_REVERSAL_CONFIRMED,-0.04463501269133108
2023-03-01,1826.63,1844.52,1822.99,1836.24,,,,2023-03,0.0052500479018968,0.006125826000241,1847.8055,1866.4706,-1.0,-1,-1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.0142817330473584,1836.24,1836.24,0.0,0.0,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.0052500479018968,1.0069810420562546,False,14.16,-0.059136212624584794,,False,False,False,1,AL,MONTHLY_ORIGIN_REEVALUATION,1.0109285606569047,1,TACTICAL_REVERSAL_CONFIRMED,-0.045590377678639826
2023-03-02,1836.5,1838.98,1829.94,1835.59,,,,2023-03,-0.0003539842286411,0.0074311901429708,1843.9535,1866.8266,-1.0,-1,-1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.0146306617677433,1836.24,1835.59,-0.0003539842286411,0.0,,,,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.0003539842286411,1.006624586648826,False,13.94,-0.06064690026954178,,False,False,False,1,TUT,HOLD,1.0105707078901494,0,TACTICAL_REVERSAL_CONFIRMED,-0.04592822363260496
2023-03-03,1835.59,1856.52,1835.48,1856.26,,,,2023-03,0.0112606845755316,0.0250879430979165,1843.518,1867.6726,1.0,0,-1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.0035347284595095,1856.26,1835.59,0.0,0.0112606845755316,,,,False,False,1,TUT,HOLD,REVERSAL_CONFLICT_SLOW,0.0,0.0112606845755316,1.0179598686050533,True,13.93,-0.04326923076923084,,False,False,False,1,TUT,HOLD,1.0219504258729721,0,MIXED_NEUTRAL,-0.03518472229651448
2023-03-06,1855.08,1858.22,1845.08,1846.57,,,,2023-03,-0.005220173898053,0.0162237423572855,1842.484,1868.7568,1.0,1,0,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.0087364504603215,1856.26,1835.59,-0.005220173898053,0.005981727945783,,,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.005220173898053,1.0126459410696955,True,14.24,-0.0076655052264807955,,False,False,False,1,TUT,HOLD,1.016615666934726,0,MIXED_NEUTRAL,-0.04022122582562493
